product_id,product_name,jumlah_penjualan,harga,diskon,status
P03818,Produk 3818,235,160612,9,Tidak
P03819,Produk 3819,210,94205,14,Laris
P03820,Produk 3820,188,121624,14,Laris
P03821,Produk 3821,150,107302,20,Laris
P03822,Produk 3822,134,134085,8,Tidak
P03823,Produk 3823,121,154366,14,Laris
P03824,Produk 3824,114,80599,10,Tidak
P03825,Produk 3825,143,108766,19,Laris
P03826,Produk 3826,186,104179,13,Laris
P03827,Produk 3827,139,106353,9,Tidak
P03828,Produk 3828,223,159880,5,Tidak
P03829,Produk 3829,213,110166,11,Tidak
P03830,Produk 3830,193,82231,17,Laris
P03831,Produk 3831,160,71308,19,Laris
P03832,Produk 3832,173,98687,16,Laris
P03833,Produk 3833,96,64065,25,Laris
P03834,Produk 3834,154,128349,17,Laris
P03835,Produk 3835,164,145882,8,Laris
P03836,Produk 3836,137,86851,12,Tidak
P03837,Produk 3837,92,109560,20,Laris
P03838,Produk 3838,160,98363,10,Laris
P03839,Produk 3839,165,101746,17,Laris
P03840,Produk 3840,186,131006,7,Tidak
P03841,Produk 3841,201,92875,14,Laris
P03842,Produk 3842,156,115050,11,Tidak
P03843,Produk 3843,115,74263,14,Tidak
P03844,Produk 3844,170,124586,5,Tidak
P03845,Produk 3845,212,116455,9,Laris
P03846,Produk 3846,145,133854,12,Tidak
P03847,Produk 3847,155,147789,14,Laris
P03848,Produk 3848,169,130147,10,Tidak
P03849,Produk 3849,141,142938,17,Laris
P03850,Produk 3850,155,114676,4,Tidak
P03851,Produk 3851,172,111428,6,Tidak
P03852,Produk 3852,164,122962,15,Laris
P03853,Produk 3853,147,107646,9,Tidak
P03854,Produk 3854,171,120343,12,Laris
P03855,Produk 3855,107,79263,13,Tidak
P03856,Produk 3856,148,107762,14,Laris
P03857,Produk 3857,193,117816,8,Tidak
P03858,Produk 3858,208,133394,7,Laris
P03859,Produk 3859,213,93051,9,Tidak
P03860,Produk 3860,221,148542,6,Tidak
P03861,Produk 3861,184,122621,11,Tidak
P03862,Produk 3862,192,102718,14,Laris
P03863,Produk 3863,210,110789,7,Tidak
P03864,Produk 3864,232,147787,8,Tidak
P03865,Produk 3865,188,143404,8,Tidak
P03866,Produk 3866,87,70268,9,Tidak
P03867,Produk 3867,180,122178,12,Laris
P03868,Produk 3868,151,88563,21,Laris
P03869,Produk 3869,120,79630,14,Tidak
P03870,Produk 3870,162,146735,13,Laris
P03871,Produk 3871,124,71705,11,Tidak
P03872,Produk 3872,198,64273,17,Laris
P03873,Produk 3873,182,79300,11,Tidak
P03874,Produk 3874,198,99072,14,Tidak
P03875,Produk 3875,119,52521,10,Laris
P03876,Produk 3876,162,109864,14,Laris
P03877,Produk 3877,137,127738,9,Tidak
P03878,Produk 3878,179,107260,16,Laris
P03879,Produk 3879,214,113267,11,Laris
P03880,Produk 3880,184,139757,9,Tidak
P03881,Produk 3881,213,104321,12,Laris
P03882,Produk 3882,133,102032,11,Tidak
P03883,Produk 3883,177,122079,12,Laris
P03884,Produk 3884,210,139281,8,Tidak
P03885,Produk 3885,177,132754,10,Tidak
P03886,Produk 3886,205,100201,12,Laris
P03887,Produk 3887,128,87406,11,Tidak
P03888,Produk 3888,182,148250,10,Tidak
P03889,Produk 3889,134,117407,16,Laris
P03890,Produk 3890,162,131945,10,Tidak
P03891,Produk 3891,269,143029,5,Tidak
P03892,Produk 3892,145,113986,17,Laris
P03893,Produk 3893,140,116561,16,Tidak
P03894,Produk 3894,219,151976,0,Tidak
P03895,Produk 3895,204,91910,10,Tidak
P03896,Produk 3896,193,88895,15,Laris
P03897,Produk 3897,159,99794,18,Laris
P03898,Produk 3898,172,107213,15,Laris
P03899,Produk 3899,118,75784,13,Tidak
P03900,Produk 3900,141,88776,9,Tidak
P03901,Produk 3901,215,165489,5,Tidak
P03902,Produk 3902,133,95914,12,Tidak
P03903,Produk 3903,210,86123,7,Tidak
P03904,Produk 3904,175,93684,16,Tidak
P03905,Produk 3905,151,86326,20,Laris
P03906,Produk 3906,126,93644,7,Tidak
P03907,Produk 3907,187,75443,18,Laris
P03908,Produk 3908,145,93244,8,Tidak
P03909,Produk 3909,170,83614,17,Laris
P03910,Produk 3910,222,93600,16,Laris
P03911,Produk 3911,153,153153,8,Tidak
P03912,Produk 3912,113,72782,10,Tidak
P03913,Produk 3913,158,116803,5,Tidak
P03914,Produk 3914,169,121767,6,Tidak
P03915,Produk 3915,157,74627,21,Laris
P03916,Produk 3916,189,107136,13,Laris
P03917,Produk 3917,163,104127,11,Tidak
P03918,Produk 3918,147,94821,10,Tidak
P03919,Produk 3919,124,107154,21,Laris
P03920,Produk 3920,226,96065,11,Laris
P03921,Produk 3921,162,100446,11,Tidak
P03922,Produk 3922,139,149250,12,Laris
P03923,Produk 3923,159,63535,23,Laris
P03924,Produk 3924,116,104159,22,Laris
P03925,Produk 3925,160,129454,13,Laris
P03926,Produk 3926,118,46046,17,Tidak
P03927,Produk 3927,96,43274,13,Tidak
P03928,Produk 3928,146,115559,8,Tidak
P03929,Produk 3929,99,48558,8,Tidak
P03930,Produk 3930,131,107560,20,Laris
P03931,Produk 3931,138,96986,15,Tidak
P03932,Produk 3932,154,128205,11,Laris
P03933,Produk 3933,177,112182,15,Laris
P03934,Produk 3934,239,121435,7,Laris
P03935,Produk 3935,187,111718,14,Laris
P03936,Produk 3936,137,113861,17,Laris
P03937,Produk 3937,168,117124,14,Laris
P03938,Produk 3938,174,121452,10,Tidak
P03939,Produk 3939,54,85556,10,Tidak
P03940,Produk 3940,244,155126,8,Tidak
P03941,Produk 3941,162,104628,16,Laris
P03942,Produk 3942,222,88748,13,Laris
P03943,Produk 3943,154,127050,5,Tidak
P03944,Produk 3944,184,121725,9,Tidak
P03945,Produk 3945,160,86147,19,Laris
P03946,Produk 3946,137,127332,17,Laris
P03947,Produk 3947,167,62796,23,Laris
P03948,Produk 3948,244,153200,10,Tidak
P03949,Produk 3949,201,93897,15,Laris
P03950,Produk 3950,152,108727,11,Tidak
P03951,Produk 3951,166,75299,14,Tidak
P03952,Produk 3952,168,103263,12,Tidak
P03953,Produk 3953,173,104656,8,Tidak
P03954,Produk 3954,131,130413,18,Laris
P03955,Produk 3955,175,97171,16,Laris
P03956,Produk 3956,154,101899,10,Tidak
P03957,Produk 3957,165,105909,16,Laris
P03958,Produk 3958,180,165671,4,Tidak
P03959,Produk 3959,102,112381,22,Laris
P03960,Produk 3960,234,130099,5,Tidak
P03961,Produk 3961,244,163300,6,Tidak
P03962,Produk 3962,216,113670,11,Tidak
P03963,Produk 3963,142,106770,8,Tidak
P03964,Produk 3964,149,94513,20,Laris
P03965,Produk 3965,127,114636,20,Laris
P03966,Produk 3966,131,141400,9,Tidak
P03967,Produk 3967,156,98353,8,Tidak
P03968,Produk 3968,149,89715,22,Laris
P03969,Produk 3969,212,117077,8,Tidak
P03970,Produk 3970,190,117599,14,Laris
P03971,Produk 3971,169,92410,16,Laris
P03972,Produk 3972,172,125947,11,Tidak
P03973,Produk 3973,100,105249,10,Tidak
P03974,Produk 3974,202,97984,12,Laris
P03975,Produk 3975,110,103835,23,Laris
P03976,Produk 3976,209,138348,11,Tidak
P03977,Produk 3977,180,142676,9,Tidak
P03978,Produk 3978,125,126677,16,Laris
P03979,Produk 3979,149,126255,14,Laris
P03980,Produk 3980,140,107270,10,Tidak
P03981,Produk 3981,173,97595,9,Tidak
P03982,Produk 3982,155,85279,12,Tidak
P03983,Produk 3983,171,84982,21,Laris
P03984,Produk 3984,147,110769,15,Laris
P03985,Produk 3985,204,93889,17,Laris
P03986,Produk 3986,183,126654,8,Tidak
P03987,Produk 3987,198,114037,11,Laris
P03988,Produk 3988,198,138637,11,Tidak
P03989,Produk 3989,168,128880,5,Tidak
P03990,Produk 3990,187,141397,6,Tidak
P03991,Produk 3991,170,124018,15,Laris
P03992,Produk 3992,150,103530,18,Laris
P03993,Produk 3993,145,82433,8,Tidak
P03994,Produk 3994,200,107343,17,Laris
P03995,Produk 3995,157,112972,9,Tidak
P03996,Produk 3996,133,96535,7,Tidak
P03997,Produk 3997,191,123601,9,Laris
P03998,Produk 3998,162,121470,15,Tidak
P03999,Produk 3999,89,63118,12,Tidak
P04000,Produk 4000,192,131328,14,Laris
P04001,Produk 4001,123,123544,18,Laris
P04002,Produk 4002,216,135385,9,Tidak
P04003,Produk 4003,167,142187,9,Tidak
P04004,Produk 4004,175,129001,15,Laris
P04005,Produk 4005,200,117509,10,Tidak
P04006,Produk 4006,203,89893,15,Laris
P04007,Produk 4007,158,87285,11,Tidak
P04008,Produk 4008,184,104996,16,Laris
P04009,Produk 4009,108,92786,11,Tidak
P04010,Produk 4010,150,118464,14,Tidak
P04011,Produk 4011,129,96531,9,Tidak
P04012,Produk 4012,164,137494,12,Tidak
P04013,Produk 4013,270,120032,7,Tidak
P04014,Produk 4014,179,128239,10,Tidak
P04015,Produk 4015,178,103592,5,Tidak
P04016,Produk 4016,173,90839,7,Tidak
P04017,Produk 4017,183,94531,5,Tidak
P04018,Produk 4018,118,121042,19,Laris
P04019,Produk 4019,185,152421,9,Tidak
P04020,Produk 4020,180,126693,11,Tidak
P04021,Produk 4021,253,146410,7,Tidak
P04022,Produk 4022,204,146083,9,Tidak
P04023,Produk 4023,220,97270,8,Laris
P04024,Produk 4024,201,78093,15,Laris
P04025,Produk 4025,179,143152,12,Tidak
P04026,Produk 4026,118,120597,12,Laris
P04027,Produk 4027,130,145532,14,Laris
P04028,Produk 4028,194,161898,7,Tidak
P04029,Produk 4029,129,127606,18,Laris
P04030,Produk 4030,205,161010,7,Tidak
P04031,Produk 4031,141,88915,19,Tidak
P04032,Produk 4032,153,109185,18,Laris
P04033,Produk 4033,241,171939,9,Tidak
P04034,Produk 4034,129,59098,10,Tidak
P04035,Produk 4035,110,136731,15,Tidak
P04036,Produk 4036,133,189302,11,Laris
P04037,Produk 4037,163,133179,10,Tidak
P04038,Produk 4038,207,119128,8,Tidak
P04039,Produk 4039,89,81280,10,Tidak
P04040,Produk 4040,129,107754,19,Laris
P04041,Produk 4041,172,112205,15,Laris
P04042,Produk 4042,217,143275,12,Tidak
P04043,Produk 4043,177,121570,14,Laris
P04044,Produk 4044,136,111109,17,Laris
P04045,Produk 4045,225,162268,8,Tidak
P04046,Produk 4046,204,77966,21,Laris
P04047,Produk 4047,192,87723,16,Laris
P04048,Produk 4048,133,90959,20,Laris
P04049,Produk 4049,181,79932,19,Tidak
P04050,Produk 4050,147,92757,16,Laris
P04051,Produk 4051,71,29544,12,Tidak
P04052,Produk 4052,113,86449,10,Tidak
P04053,Produk 4053,217,118572,10,Laris
P04054,Produk 4054,157,108906,14,Laris
P04055,Produk 4055,192,97777,13,Laris
P04056,Produk 4056,192,154318,8,Tidak
P04057,Produk 4057,131,122420,17,Laris
P04058,Produk 4058,222,126043,5,Tidak
P04059,Produk 4059,139,99214,10,Tidak
P04060,Produk 4060,161,98169,17,Tidak
P04061,Produk 4061,102,74706,17,Tidak
P04062,Produk 4062,169,115562,18,Laris
P04063,Produk 4063,161,81003,11,Tidak
P04064,Produk 4064,243,112251,4,Tidak
P04065,Produk 4065,206,114215,5,Tidak
P04066,Produk 4066,161,95769,9,Tidak
P04067,Produk 4067,185,129976,11,Tidak
P04068,Produk 4068,133,105319,10,Tidak
P04069,Produk 4069,162,86505,18,Laris
P04070,Produk 4070,217,142706,8,Laris
P04071,Produk 4071,168,90179,9,Tidak
P04072,Produk 4072,152,116024,18,Laris
P04073,Produk 4073,162,88233,19,Laris
P04074,Produk 4074,187,152464,9,Tidak
P04075,Produk 4075,99,125489,20,Laris
P04076,Produk 4076,206,112410,11,Laris
P04077,Produk 4077,167,150787,13,Laris
P04078,Produk 4078,186,83107,18,Laris
P04079,Produk 4079,186,136465,10,Tidak
P04080,Produk 4080,96,89807,30,Laris
P04081,Produk 4081,175,88827,11,Tidak
P04082,Produk 4082,196,97895,7,Tidak
P04083,Produk 4083,168,114030,15,Laris
P04084,Produk 4084,208,113386,11,Laris
P04085,Produk 4085,107,96893,10,Tidak
P04086,Produk 4086,196,110749,12,Laris
P04087,Produk 4087,165,101720,17,Laris
P04088,Produk 4088,178,99235,14,Laris
P04089,Produk 4089,133,124438,17,Laris
P04090,Produk 4090,135,93756,13,Laris
P04091,Produk 4091,141,55803,14,Tidak
P04092,Produk 4092,162,143172,11,Laris
P04093,Produk 4093,137,139327,15,Laris
P04094,Produk 4094,160,83190,11,Tidak
P04095,Produk 4095,117,140585,16,Laris
P04096,Produk 4096,154,82800,10,Tidak
P04097,Produk 4097,143,79223,16,Tidak
P04098,Produk 4098,185,99986,12,Tidak
P04099,Produk 4099,133,122848,19,Laris
P04100,Produk 4100,162,99551,11,Tidak
P04101,Produk 4101,154,114452,14,Tidak
P04102,Produk 4102,108,75893,10,Tidak
P04103,Produk 4103,130,133233,15,Laris
P04104,Produk 4104,142,111485,18,Laris
P04105,Produk 4105,238,116742,8,Laris
P04106,Produk 4106,148,87370,19,Laris
P04107,Produk 4107,249,96684,8,Laris
P04108,Produk 4108,146,115607,6,Tidak
P04109,Produk 4109,175,95561,8,Tidak
P04110,Produk 4110,265,113105,6,Laris
P04111,Produk 4111,196,61634,18,Laris
P04112,Produk 4112,164,92958,8,Tidak
P04113,Produk 4113,165,106637,12,Tidak
P04114,Produk 4114,203,134659,9,Tidak
P04115,Produk 4115,138,88454,13,Tidak
P04116,Produk 4116,179,101678,15,Tidak
P04117,Produk 4117,232,150595,8,Tidak
P04118,Produk 4118,143,74018,13,Tidak
P04119,Produk 4119,177,133499,6,Tidak
P04120,Produk 4120,132,159679,14,Laris
P04121,Produk 4121,144,124528,17,Laris
P04122,Produk 4122,92,77160,16,Tidak
P04123,Produk 4123,165,117156,15,Laris
P04124,Produk 4124,119,110624,22,Laris
P04125,Produk 4125,155,132097,10,Laris
P04126,Produk 4126,177,124086,10,Tidak
P04127,Produk 4127,199,101867,6,Tidak
P04128,Produk 4128,180,85743,13,Tidak
P04129,Produk 4129,198,116592,14,Laris
P04130,Produk 4130,160,116795,15,Laris
P04131,Produk 4131,224,129722,7,Tidak
P04132,Produk 4132,188,83312,14,Laris
P04133,Produk 4133,202,124147,12,Laris
P04134,Produk 4134,174,106995,15,Laris
P04135,Produk 4135,162,114354,15,Laris
P04136,Produk 4136,176,93842,17,Laris
P04137,Produk 4137,142,95638,19,Laris
P04138,Produk 4138,153,103796,22,Laris
P04139,Produk 4139,186,121160,13,Laris
P04140,Produk 4140,198,107155,12,Laris
P04141,Produk 4141,107,101343,19,Laris
P04142,Produk 4142,141,116707,6,Tidak
P04143,Produk 4143,121,93188,11,Tidak
P04144,Produk 4144,162,122181,9,Tidak
P04145,Produk 4145,118,86510,21,Laris
P04146,Produk 4146,195,136219,7,Tidak
P04147,Produk 4147,153,75554,20,Laris
P04148,Produk 4148,203,131387,9,Tidak
P04149,Produk 4149,152,115327,14,Laris
P04150,Produk 4150,154,102133,16,Laris
P04151,Produk 4151,190,84658,16,Laris
P04152,Produk 4152,145,77588,22,Laris
P04153,Produk 4153,157,109844,13,Tidak
P04154,Produk 4154,128,59794,10,Laris
P04155,Produk 4155,153,126450,16,Laris
P04156,Produk 4156,190,135974,12,Tidak
P04157,Produk 4157,162,131660,14,Laris
P04158,Produk 4158,138,129287,19,Laris
P04159,Produk 4159,211,116290,11,Tidak
P04160,Produk 4160,153,100368,11,Tidak
P04161,Produk 4161,175,90527,12,Tidak
P04162,Produk 4162,176,115992,9,Laris
P04163,Produk 4163,148,79947,9,Tidak
P04164,Produk 4164,155,73654,23,Laris
P04165,Produk 4165,215,106911,10,Tidak
P04166,Produk 4166,239,120274,9,Tidak
P04167,Produk 4167,119,81454,9,Tidak
P04168,Produk 4168,167,122722,8,Tidak
P04169,Produk 4169,124,94994,21,Laris
P04170,Produk 4170,150,86616,22,Laris
P04171,Produk 4171,187,66398,9,Tidak
P04172,Produk 4172,168,97614,19,Laris
P04173,Produk 4173,194,156946,6,Tidak
P04174,Produk 4174,165,148297,4,Tidak
P04175,Produk 4175,199,99365,18,Laris
P04176,Produk 4176,139,102212,20,Laris
P04177,Produk 4177,227,135689,10,Tidak
P04178,Produk 4178,139,91889,11,Tidak
P04179,Produk 4179,210,98446,11,Laris
P04180,Produk 4180,136,61194,26,Laris
P04181,Produk 4181,191,80081,17,Laris
P04182,Produk 4182,163,86240,17,Laris
P04183,Produk 4183,111,65484,13,Tidak
P04184,Produk 4184,162,61230,22,Laris
P04185,Produk 4185,137,161643,10,Laris
P04186,Produk 4186,176,94483,19,Laris
P04187,Produk 4187,188,80574,17,Laris
P04188,Produk 4188,126,72567,15,Tidak
P04189,Produk 4189,185,116986,11,Laris
P04190,Produk 4190,187,112011,15,Tidak
P04191,Produk 4191,183,113709,14,Laris
P04192,Produk 4192,202,123166,10,Tidak
P04193,Produk 4193,208,97625,12,Laris
P04194,Produk 4194,187,108074,15,Laris
P04195,Produk 4195,167,126872,14,Laris
P04196,Produk 4196,242,128123,5,Laris
P04197,Produk 4197,101,162456,15,Laris
P04198,Produk 4198,167,114901,14,Laris
P04199,Produk 4199,168,91012,20,Laris
P04200,Produk 4200,145,101226,20,Laris
P04201,Produk 4201,207,93625,15,Laris
P04202,Produk 4202,166,119801,7,Tidak
P04203,Produk 4203,158,120137,13,Laris
P04204,Produk 4204,185,102271,17,Laris
P04205,Produk 4205,139,85753,11,Tidak
P04206,Produk 4206,163,103110,17,Laris
P04207,Produk 4207,113,57107,13,Tidak
P04208,Produk 4208,176,140674,12,Tidak
P04209,Produk 4209,226,86161,12,Laris
P04210,Produk 4210,189,100526,13,Laris
P04211,Produk 4211,184,113823,16,Laris
P04212,Produk 4212,121,81821,21,Laris
P04213,Produk 4213,184,117970,10,Tidak
P04214,Produk 4214,157,108147,16,Laris
P04215,Produk 4215,143,91273,11,Tidak
P04216,Produk 4216,124,110959,19,Laris
P04217,Produk 4217,108,112753,22,Laris
P04218,Produk 4218,187,128940,7,Tidak
P04219,Produk 4219,131,79132,10,Tidak
P04220,Produk 4220,174,86344,20,Laris
P04221,Produk 4221,160,78110,10,Tidak
P04222,Produk 4222,187,83994,11,Tidak
P04223,Produk 4223,141,124580,16,Laris
P04224,Produk 4224,211,174895,6,Tidak
P04225,Produk 4225,170,102370,14,Laris
P04226,Produk 4226,65,44742,18,Tidak
P04227,Produk 4227,94,87938,23,Laris
P04228,Produk 4228,153,100841,8,Tidak
P04229,Produk 4229,239,107985,14,Tidak
P04230,Produk 4230,202,117567,14,Laris
P04231,Produk 4231,66,30086,7,Tidak
P04232,Produk 4232,179,127286,13,Laris
P04233,Produk 4233,191,100353,17,Laris
P04234,Produk 4234,167,93812,18,Laris
P04235,Produk 4235,187,101386,15,Laris
P04236,Produk 4236,225,112842,9,Laris
P04237,Produk 4237,220,136774,8,Tidak
P04238,Produk 4238,192,144353,9,Laris
P04239,Produk 4239,189,143705,10,Laris
P04240,Produk 4240,188,112276,5,Tidak
P04241,Produk 4241,193,140645,9,Laris
P04242,Produk 4242,194,113458,14,Laris
P04243,Produk 4243,196,104996,15,Laris
P04244,Produk 4244,146,118972,15,Laris
P04245,Produk 4245,300,176805,5,Tidak
P04246,Produk 4246,162,136809,15,Laris
P04247,Produk 4247,145,90983,13,Tidak
P04248,Produk 4248,143,112269,16,Laris
P04249,Produk 4249,124,90308,9,Tidak
P04250,Produk 4250,191,110340,13,Laris
P04251,Produk 4251,186,143291,4,Tidak
P04252,Produk 4252,192,147806,10,Laris
P04253,Produk 4253,153,95040,17,Laris
P04254,Produk 4254,159,150590,5,Tidak
P04255,Produk 4255,201,96628,14,Laris
P04256,Produk 4256,204,99198,13,Laris
P04257,Produk 4257,202,111911,11,Laris
P04258,Produk 4258,175,72036,19,Laris
P04259,Produk 4259,158,107364,19,Laris
P04260,Produk 4260,142,121330,13,Tidak
P04261,Produk 4261,123,144935,14,Laris
P04262,Produk 4262,133,147282,15,Laris
P04263,Produk 4263,159,104633,18,Laris
P04264,Produk 4264,151,54257,22,Tidak
P04265,Produk 4265,154,114484,11,Tidak
P04266,Produk 4266,74,85332,17,Tidak
P04267,Produk 4267,123,119693,21,Laris
P04268,Produk 4268,175,111771,14,Laris
P04269,Produk 4269,182,80599,20,Laris
P04270,Produk 4270,151,110520,17,Laris
P04271,Produk 4271,138,73576,10,Tidak
P04272,Produk 4272,180,110034,15,Laris
P04273,Produk 4273,214,162245,5,Tidak
P04274,Produk 4274,177,144393,11,Laris
P04275,Produk 4275,164,107855,9,Tidak
P04276,Produk 4276,104,130687,19,Laris
P04277,Produk 4277,202,90668,14,Laris
P04278,Produk 4278,114,120750,19,Laris
P04279,Produk 4279,190,97356,14,Laris
P04280,Produk 4280,183,106530,15,Laris
P04281,Produk 4281,151,120333,16,Laris
P04282,Produk 4282,137,126500,16,Laris
P04283,Produk 4283,198,111534,13,Laris
P04284,Produk 4284,169,102361,17,Laris
P04285,Produk 4285,138,103658,18,Laris
P04286,Produk 4286,163,118527,16,Laris
P04287,Produk 4287,128,140628,16,Laris
P04288,Produk 4288,176,108016,10,Tidak
P04289,Produk 4289,210,90339,13,Laris
P04290,Produk 4290,140,107243,11,Tidak
P04291,Produk 4291,179,105370,7,Tidak
P04292,Produk 4292,147,130254,17,Laris
P04293,Produk 4293,181,149248,14,Tidak
P04294,Produk 4294,134,123183,18,Laris
P04295,Produk 4295,128,111146,20,Laris
P04296,Produk 4296,162,102451,14,Laris
P04297,Produk 4297,186,105011,8,Tidak
P04298,Produk 4298,175,90211,7,Tidak
P04299,Produk 4299,237,116558,6,Laris
P04300,Produk 4300,170,99079,4,Tidak
P04301,Produk 4301,173,117442,10,Tidak
P04302,Produk 4302,152,110170,17,Laris
P04303,Produk 4303,216,166135,5,Tidak
P04304,Produk 4304,166,90257,18,Laris
P04305,Produk 4305,83,53065,16,Tidak
P04306,Produk 4306,142,107347,18,Laris
P04307,Produk 4307,159,116652,9,Tidak
P04308,Produk 4308,185,84361,15,Laris
P04309,Produk 4309,162,109822,15,Laris
P04310,Produk 4310,156,117445,4,Tidak
P04311,Produk 4311,98,112637,22,Laris
P04312,Produk 4312,215,130056,10,Tidak
P04313,Produk 4313,135,113189,19,Laris
P04314,Produk 4314,185,105199,14,Laris
P04315,Produk 4315,201,149858,12,Tidak
P04316,Produk 4316,237,183638,9,Laris
P04317,Produk 4317,127,66597,15,Tidak
P04318,Produk 4318,184,115529,11,Tidak
P04319,Produk 4319,177,66890,11,Tidak
P04320,Produk 4320,131,72701,23,Tidak
P04321,Produk 4321,202,95028,14,Tidak
P04322,Produk 4322,135,97836,21,Laris
P04323,Produk 4323,153,134757,16,Laris
P04324,Produk 4324,164,90502,11,Tidak
P04325,Produk 4325,131,78805,8,Tidak
P04326,Produk 4326,119,131288,19,Laris
P04327,Produk 4327,161,143935,7,Tidak
P04328,Produk 4328,232,132166,5,Tidak
P04329,Produk 4329,145,107604,12,Tidak
P04330,Produk 4330,196,87107,15,Laris
P04331,Produk 4331,134,130386,18,Laris
P04332,Produk 4332,127,103097,21,Laris
P04333,Produk 4333,195,90257,17,Laris
P04334,Produk 4334,191,126392,8,Tidak
P04335,Produk 4335,206,164623,6,Tidak
P04336,Produk 4336,149,116804,18,Laris
P04337,Produk 4337,196,110314,11,Tidak
P04338,Produk 4338,183,123650,11,Laris
P04339,Produk 4339,146,82671,6,Tidak
P04340,Produk 4340,126,85786,23,Laris
P04341,Produk 4341,161,87359,19,Laris
P04342,Produk 4342,173,146551,6,Tidak
P04343,Produk 4343,161,114052,12,Laris
P04344,Produk 4344,102,148564,18,Laris
P04345,Produk 4345,166,133782,11,Tidak
P04346,Produk 4346,80,75358,11,Tidak
P04347,Produk 4347,148,119037,15,Laris
P04348,Produk 4348,142,88115,21,Laris
P04349,Produk 4349,118,97941,9,Laris
P04350,Produk 4350,123,83994,10,Tidak
P04351,Produk 4351,228,152560,9,Tidak
P04352,Produk 4352,153,78552,21,Laris
P04353,Produk 4353,190,81653,17,Laris
P04354,Produk 4354,97,96675,12,Tidak
P04355,Produk 4355,269,157791,8,Tidak
P04356,Produk 4356,205,146772,12,Tidak
P04357,Produk 4357,197,82311,19,Laris
P04358,Produk 4358,134,121010,15,Laris
P04359,Produk 4359,132,107054,19,Laris
P04360,Produk 4360,162,86089,20,Laris
P04361,Produk 4361,113,44591,15,Tidak
P04362,Produk 4362,150,92962,11,Tidak
P04363,Produk 4363,164,106794,18,Laris
P04364,Produk 4364,125,80366,7,Tidak
P04365,Produk 4365,157,94491,8,Tidak
P04366,Produk 4366,168,100335,18,Laris
P04367,Produk 4367,176,126757,11,Laris
P04368,Produk 4368,172,131679,14,Laris
P04369,Produk 4369,172,102283,16,Laris
P04370,Produk 4370,137,89116,18,Laris
P04371,Produk 4371,210,137799,6,Tidak
P04372,Produk 4372,83,78908,11,Tidak
P04373,Produk 4373,115,68156,24,Laris
P04374,Produk 4374,183,110548,14,Laris
P04375,Produk 4375,148,106245,15,Laris
P04376,Produk 4376,175,113090,12,Laris
P04377,Produk 4377,183,53634,18,Laris
P04378,Produk 4378,175,115166,9,Tidak
P04379,Produk 4379,171,93247,18,Laris
P04380,Produk 4380,191,101139,17,Laris
P04381,Produk 4381,147,124146,12,Tidak
P04382,Produk 4382,138,136161,12,Laris
P04383,Produk 4383,174,118627,15,Laris
P04384,Produk 4384,177,79623,12,Tidak
P04385,Produk 4385,179,112272,12,Laris
P04386,Produk 4386,123,118228,20,Laris
P04387,Produk 4387,166,102887,10,Tidak
P04388,Produk 4388,207,94596,13,Laris
P04389,Produk 4389,191,123050,12,Laris
P04390,Produk 4390,162,115788,16,Laris
P04391,Produk 4391,208,139698,10,Laris
P04392,Produk 4392,191,101366,14,Laris
P04393,Produk 4393,270,146253,5,Tidak
P04394,Produk 4394,171,106520,14,Laris
P04395,Produk 4395,181,127397,9,Tidak
P04396,Produk 4396,101,98804,14,Tidak
P04397,Produk 4397,169,80084,17,Laris
P04398,Produk 4398,172,144925,9,Laris
P04399,Produk 4399,142,113516,15,Laris
P04400,Produk 4400,169,74181,21,Laris
P04401,Produk 4401,228,95587,11,Tidak
P04402,Produk 4402,204,154047,8,Tidak
P04403,Produk 4403,189,100972,15,Laris
P04404,Produk 4404,201,118795,13,Laris
P04405,Produk 4405,169,143386,9,Tidak
P04406,Produk 4406,137,97866,9,Tidak
P04407,Produk 4407,129,84313,18,Laris
P04408,Produk 4408,145,124226,11,Tidak
P04409,Produk 4409,124,66541,16,Tidak
P04410,Produk 4410,169,114738,15,Laris
P04411,Produk 4411,136,74842,11,Tidak
P04412,Produk 4412,170,105924,8,Tidak
P04413,Produk 4413,156,107217,10,Tidak
P04414,Produk 4414,167,164643,7,Laris
P04415,Produk 4415,121,95761,9,Tidak
P04416,Produk 4416,222,144756,7,Tidak
P04417,Produk 4417,182,102524,14,Laris
P04418,Produk 4418,159,112138,16,Laris
P04419,Produk 4419,226,127930,9,Tidak
P04420,Produk 4420,177,105970,16,Laris
P04421,Produk 4421,202,88015,14,Laris
P04422,Produk 4422,145,117807,17,Laris
P04423,Produk 4423,128,104954,13,Tidak
P04424,Produk 4424,170,104126,9,Laris
P04425,Produk 4425,175,86478,18,Laris
P04426,Produk 4426,123,102387,23,Laris
P04427,Produk 4427,199,112553,12,Laris
P04428,Produk 4428,169,144042,12,Tidak
P04429,Produk 4429,135,101967,17,Laris
P04430,Produk 4430,197,81761,15,Laris
P04431,Produk 4431,219,135754,9,Tidak
P04432,Produk 4432,143,64247,11,Tidak
P04433,Produk 4433,190,132668,10,Tidak
P04434,Produk 4434,114,116593,12,Tidak
P04435,Produk 4435,180,110741,12,Laris
P04436,Produk 4436,142,143276,14,Laris
P04437,Produk 4437,198,116207,8,Tidak
P04438,Produk 4438,247,152736,2,Tidak
